name,n_channels,depth,params,g_macs,gflops,cpu_latency_ms,cpu_latency_std,peak_gpu_mb,test_dice_3d,test_dice_std,test_hd95_3d,test_hd95_std
PIE-UNet-T,3,4,466687,7.420091844,14.840183688,49.88185778725892,2.0849539025132944,943.54736328125,0.9079972727446493,0.0555785240720554,1.2507830581179455,1.5182870130922308
PIE-UNet-S,5,4,467551,7.463443908,14.926887816,48.70523985591717,0.453527025586312,949.67578125,0.9086031382002369,0.05652834736328304,1.1536916798458616,0.5339066703358736
PIE-UNet-M,5,5,1597706,11.206901772,22.413803544,70.39703255984932,0.2797990206036766,1119.44580078125,0.9126385096826669,0.04875415287666402,1.1289384754760767,0.4345471803188749
PIE-UNet-L,7,5,1598570,11.250253836,22.500507672,70.64824846223928,0.3835868694663947,1126.56201171875,0.9107933584481196,0.05678548982833401,1.0730403077014918,0.596143622910053
PIE-UNet-XL,7,6,5953743,16.015985688,32.031971376,97.26919476641342,0.3522184798824996,1313.37841796875,0.9029459451062166,0.07321668207003855,1.120273556607687,0.8622443180026974
